,method,region,quantile,lb,ub
2604,pot_bt,ECUADOR,0.995,,0.0
2605,pot_bt,ECUADOR,0.995,0.04496690955975575,0.17132999586767367
2606,pot_bt,ECUADOR,0.995,,0.0
2607,pot_bt,ECUADOR,0.995,,0.0
2608,pot_bt,ECUADOR,0.995,-0.03097190362868816,0.1658261527402087
2609,pot_bt,ECUADOR,0.995,,0.0
2610,pot_bt,ECUADOR,0.995,,0.0
2611,pot_bt,ECUADOR,0.995,-0.02187526147592465,0.17739411871030325
2612,pot_bt,ECUADOR,0.995,,0.0
2613,pot_bt,ECUADOR,0.995,,0.0
2614,pot_bt,ECUADOR,0.995,,0.0
2615,pot_bt,ECUADOR,0.995,-0.044233152751204416,0.08912795109133544
2616,pot_bt,ECUADOR,0.995,0.015848811155749515,0.17596452291347472
2617,pot_bt,ECUADOR,0.995,-0.022110977518979127,0.16530969240846952
2618,pot_bt,ECUADOR,0.995,,0.0
2619,pot_bt,ECUADOR,0.995,,0.0
2620,pot_bt,ECUADOR,0.995,,0.0
2621,pot_bt,ECUADOR,0.995,-0.02418983921357477,0.14816248634324558
2622,pot_bt,ECUADOR,0.995,-0.03520050184121572,0.1506690563389663
2623,pot_bt,ECUADOR,0.995,,0.0
2624,pot_bt,ECUADOR,0.995,0.016129277732524525,0.2085571186534401
2625,pot_bt,ECUADOR,0.995,-0.050122747202707506,0.1101348136888343
2626,pot_bt,ECUADOR,0.995,-0.04413880978607129,0.12067414021296541
2627,pot_bt,ECUADOR,0.995,0.017832940014813142,0.18362295000921783
2628,pot_bt,ECUADOR,0.995,0.01441351931118528,0.16981125094269564
2629,pot_bt,ECUADOR,0.995,0.04547066777629344,0.18182542640522856
2630,pot_bt,ECUADOR,0.995,-0.005876802292905365,0.12731306780610493
2631,pot_bt,ECUADOR,0.995,-0.009475611696197341,0.19158968186433128
2632,pot_bt,ECUADOR,0.995,0.00489638148036923,0.16979594283410754
2633,pot_bt,ECUADOR,0.995,-0.04392357989769933,0.13276825778120785
2634,pot_bt,ECUADOR,0.995,,0.0
2635,pot_bt,ECUADOR,0.995,0.03607693620828611,0.21291448113746952
2636,pot_bt,ECUADOR,0.995,0.04363445410850809,0.1865394700835373
2637,pot_bt,ECUADOR,0.995,0.029183594911298343,0.20482483833752116
2638,pot_bt,ECUADOR,0.995,-0.018827032971063588,0.15026718598786193
2639,pot_bt,ECUADOR,0.995,0.008152961070152297,0.18764206609574874
2640,pot_bt,ECUADOR,0.995,0.030561160432425,0.21370469140915094
2641,pot_bt,ECUADOR,0.995,0.002944937466816673,0.19761343279277138
2642,pot_bt,ECUADOR,0.995,0.04409148708781874,0.1992765307045926
2643,pot_bt,ECUADOR,0.995,0.015978755089644296,0.1512340199615171
2644,pot_bt,ECUADOR,0.995,-0.03615722151274034,0.15822347391729633
2645,pot_bt,ECUADOR,0.995,,0.0
2646,pot_bt,ECUADOR,0.995,,0.0
2647,pot_bt,ECUADOR,0.995,-0.007743743338465305,0.190297032725553
2648,pot_bt,ECUADOR,0.995,,0.0
2649,pot_bt,ECUADOR,0.995,-0.004349845426143686,0.18718812938627924
2650,pot_bt,ECUADOR,0.995,,0.0
2651,pot_bt,ECUADOR,0.995,-0.0055821559172571575,0.12919307482891937
2652,pot_bt,ECUADOR,0.995,0.03161460962084394,0.13128965181264937
2653,pot_bt,ECUADOR,0.995,0.02376636209016397,0.20635471606121047
2654,pot_bt,ECUADOR,0.995,0.016957774628897734,0.183180646090133
2655,pot_bt,ECUADOR,0.995,,0.0
2656,pot_bt,ECUADOR,0.995,-0.031177268680183348,0.16969557477107086
2657,pot_bt,ECUADOR,0.995,,0.0
2658,pot_bt,ECUADOR,0.995,0.004099630220237613,0.14362018007667124
2659,pot_bt,ECUADOR,0.995,-0.011316974004321962,0.16974243420512322
2660,pot_bt,ECUADOR,0.995,,0.0
2661,pot_bt,ECUADOR,0.995,,0.0
2662,pot_bt,ECUADOR,0.995,0.010958089161961159,0.16954368810297413
2663,pot_bt,ECUADOR,0.995,,0.0
2664,pot_bt,ECUADOR,0.995,,0.0
2665,pot_bt,ECUADOR,0.995,-0.06346651731332645,0.10078786300618633
2666,pot_bt,ECUADOR,0.995,,0.0
2667,pot_bt,ECUADOR,0.995,2.7418623244483e-06,0.19027472124972855
2668,pot_bt,ECUADOR,0.995,-0.041416667048855854,0.12975775781082247
2669,pot_bt,ECUADOR,0.995,,0.0
2670,pot_bt,ECUADOR,0.995,,0.0
2671,pot_bt,ECUADOR,0.995,0.038769474888296185,0.1601317290448188
2672,pot_bt,ECUADOR,0.995,-0.05303510492057171,0.10332599282480986
2673,pot_bt,ECUADOR,0.995,0.06147521262161507,0.20476796654114784
2674,pot_bt,ECUADOR,0.995,-0.007865256211227748,0.1876091446381225
2675,pot_bt,ECUADOR,0.995,0.04255716113921655,0.14871558975899732
2676,pot_bt,ECUADOR,0.995,0.021434878144923137,0.21189093439976503
2677,pot_bt,ECUADOR,0.995,0.00549400705317414,0.20971764077983385
2678,pot_bt,ECUADOR,0.995,,0.0
2679,pot_bt,ECUADOR,0.995,-0.01910006909578059,0.1877929532777681
2680,pot_bt,ECUADOR,0.995,,0.0
2681,pot_bt,ECUADOR,0.995,-0.03470948484949169,0.16651472167538742
2682,pot_bt,ECUADOR,0.995,-0.0036809945215228973,0.20323274566624425
2683,pot_bt,ECUADOR,0.995,-0.03973883144675016,0.13735854281422524
2684,pot_bt,ECUADOR,0.995,,0.0
2685,pot_bt,ECUADOR,0.995,-0.0324134431008665,0.15205777733383605
2686,pot_bt,ECUADOR,0.995,-0.03552373686557459,0.15532026842962143
2687,pot_bt,ECUADOR,0.995,-0.027847417391267414,0.15026952654443695
2688,pot_bt,ECUADOR,0.995,-0.05191817184845965,0.11761301379814744
2689,pot_bt,ECUADOR,0.995,,0.0
2690,pot_bt,ECUADOR,0.995,0.0328791465989251,0.2034373331540028
2691,pot_bt,ECUADOR,0.995,,0.0
2692,pot_bt,ECUADOR,0.995,,0.0
2693,pot_bt,ECUADOR,0.995,,0.0
2694,pot_bt,ECUADOR,0.995,-0.04314482515183516,0.13516207646492248
2695,pot_bt,ECUADOR,0.995,-0.009651288031702177,0.1555536343949566
2696,pot_bt,ECUADOR,0.995,-0.03496999834604137,0.14877458626446194
2697,pot_bt,ECUADOR,0.995,0.016472847715156242,0.2005310549038335
2698,pot_bt,ECUADOR,0.995,-0.028673305706062677,0.16961488410929526
2699,pot_bt,ECUADOR,0.995,-0.0020540850946165505,0.17343439653289064
2700,pot_bt,OFF_COAST_OF_NORTHERN_CA,0.95,0.051796790603691065,0.14592625810801743
2701,pot_bt,OFF_COAST_OF_NORTHERN_CA,0.95,-0.03428871150502322,0.07719797003050219
2702,pot_bt,OFF_COAST_OF_NORTHERN_CA,0.95,-0.01540130721141364,0.0198736891544581
2703,pot_bt,OFF_COAST_OF_NORTHERN_CA,0.95,-0.041647677688388694,0.08472641182192704
2704,pot_bt,OFF_COAST_OF_NORTHERN_CA,0.95,,0.0
2705,pot_bt,OFF_COAST_OF_NORTHERN_CA,0.95,0.01508844851177921,0.1635078625490322
2706,pot_bt,OFF_COAST_OF_NORTHERN_CA,0.95,-0.033504120309459755,0.09925054306528341
2707,pot_bt,OFF_COAST_OF_NORTHERN_CA,0.95,-0.016984701976452254,0.12616372851937488
2708,pot_bt,OFF_COAST_OF_NORTHERN_CA,0.95,-0.03710456544827162,0.067914651785058
2709,pot_bt,OFF_COAST_OF_NORTHERN_CA,0.95,,0.0
2710,pot_bt,OFF_COAST_OF_NORTHERN_CA,0.95,-0.03987703915461032,0.07492500065541198
2711,pot_bt,OFF_COAST_OF_NORTHERN_CA,0.95,-0.04069541787474465,0.11177010936862848
2712,pot_bt,OFF_COAST_OF_NORTHERN_CA,0.95,,0.0
2713,pot_bt,OFF_COAST_OF_NORTHERN_CA,0.95,0.03304212488626557,0.1465960851029091
2714,pot_bt,OFF_COAST_OF_NORTHERN_CA,0.95,,0.0
2715,pot_bt,OFF_COAST_OF_NORTHERN_CA,0.95,0.00953571484061338,0.112382914197928
2716,pot_bt,OFF_COAST_OF_NORTHERN_CA,0.95,,0.0
2717,pot_bt,OFF_COAST_OF_NORTHERN_CA,0.95,,0.0
2718,pot_bt,OFF_COAST_OF_NORTHERN_CA,0.95,-0.02769037965992593,0.05497902808768698
2719,pot_bt,OFF_COAST_OF_NORTHERN_CA,0.95,-0.026976656802300127,0.10139600457177789
2720,pot_bt,OFF_COAST_OF_NORTHERN_CA,0.95,-0.04049616909486943,0.10566138239513624
2721,pot_bt,OFF_COAST_OF_NORTHERN_CA,0.95,-0.038217882692127794,0.12202963391596632
2722,pot_bt,OFF_COAST_OF_NORTHERN_CA,0.95,-0.038588029863345724,0.11375233843296934
2723,pot_bt,OFF_COAST_OF_NORTHERN_CA,0.95,-0.05085217983363476,0.10416201767147486
2724,pot_bt,OFF_COAST_OF_NORTHERN_CA,0.95,-0.029589854804628373,0.12758933234879835
2725,pot_bt,OFF_COAST_OF_NORTHERN_CA,0.95,-0.03434419721199238,0.11400758686698688
2726,pot_bt,OFF_COAST_OF_NORTHERN_CA,0.95,-0.03286925493232258,0.06568124802677061
2727,pot_bt,OFF_COAST_OF_NORTHERN_CA,0.95,-0.03440259111659589,0.1181838466731197
2728,pot_bt,OFF_COAST_OF_NORTHERN_CA,0.95,,0.0
2729,pot_bt,OFF_COAST_OF_NORTHERN_CA,0.95,-0.04050430936274926,0.12356926122898236
2730,pot_bt,OFF_COAST_OF_NORTHERN_CA,0.95,-0.03437979379684194,0.08348871234717292
2731,pot_bt,OFF_COAST_OF_NORTHERN_CA,0.95,-0.03570595687983817,0.11833202701052617
2732,pot_bt,OFF_COAST_OF_NORTHERN_CA,0.95,-0.031078840392476676,0.12511450519380812
2733,pot_bt,OFF_COAST_OF_NORTHERN_CA,0.95,-0.02678396608911577,0.14627858748663378
2734,pot_bt,OFF_COAST_OF_NORTHERN_CA,0.95,0.016141520860714118,0.16835814409807867
2735,pot_bt,OFF_COAST_OF_NORTHERN_CA,0.95,-0.038274551306444464,0.07431852374197298
2736,pot_bt,OFF_COAST_OF_NORTHERN_CA,0.95,-0.035289517576824296,0.0691103161251054
2737,pot_bt,OFF_COAST_OF_NORTHERN_CA,0.95,-0.03713604421419027,0.054734134579201045
2738,pot_bt,OFF_COAST_OF_NORTHERN_CA,0.95,-0.034039545188403464,0.15485686219542316
2739,pot_bt,OFF_COAST_OF_NORTHERN_CA,0.95,-0.03523395208208298,0.08732895793112976
2740,pot_bt,OFF_COAST_OF_NORTHERN_CA,0.95,-0.027642852160995775,0.1008614420993198
2741,pot_bt,OFF_COAST_OF_NORTHERN_CA,0.95,-0.035745015390116874,0.06238955519637171
2742,pot_bt,OFF_COAST_OF_NORTHERN_CA,0.95,-0.039764920049562814,0.11840605306397098
2743,pot_bt,OFF_COAST_OF_NORTHERN_CA,0.95,-0.04666061955429531,0.12371037852097053
2744,pot_bt,OFF_COAST_OF_NORTHERN_CA,0.95,-0.03949303296668241,0.1478493605852248
2745,pot_bt,OFF_COAST_OF_NORTHERN_CA,0.95,-0.03392818242215242,0.06057559348420984
2746,pot_bt,OFF_COAST_OF_NORTHERN_CA,0.95,-0.029654119334606155,0.14008627750374858
2747,pot_bt,OFF_COAST_OF_NORTHERN_CA,0.95,,0.0
2748,pot_bt,OFF_COAST_OF_NORTHERN_CA,0.95,-0.034522466510222574,0.1015955767107623
2749,pot_bt,OFF_COAST_OF_NORTHERN_CA,0.95,-0.03100710558759721,0.07203292194265143
2750,pot_bt,OFF_COAST_OF_NORTHERN_CA,0.95,-0.04434980245289877,0.11943147199337376
2751,pot_bt,OFF_COAST_OF_NORTHERN_CA,0.95,-0.04630727999318655,0.1090943122229641
2752,pot_bt,OFF_COAST_OF_NORTHERN_CA,0.95,-0.04153630558137692,0.138265621519667
2753,pot_bt,OFF_COAST_OF_NORTHERN_CA,0.95,-0.017383897826557325,0.1286591752357721
2754,pot_bt,OFF_COAST_OF_NORTHERN_CA,0.95,-0.03804146399829922,0.10911003662925953
2755,pot_bt,OFF_COAST_OF_NORTHERN_CA,0.95,-0.047478475793892964,0.11162473978167398
2756,pot_bt,OFF_COAST_OF_NORTHERN_CA,0.95,-0.040579711397738506,0.15287670072728574
2757,pot_bt,OFF_COAST_OF_NORTHERN_CA,0.95,-0.03496423785106854,0.10005101101347921
2758,pot_bt,OFF_COAST_OF_NORTHERN_CA,0.95,,0.0
2759,pot_bt,OFF_COAST_OF_NORTHERN_CA,0.95,-0.045232603865746714,0.13314494919567685
2760,pot_bt,OFF_COAST_OF_NORTHERN_CA,0.95,,0.0
2761,pot_bt,OFF_COAST_OF_NORTHERN_CA,0.95,,0.0
2762,pot_bt,OFF_COAST_OF_NORTHERN_CA,0.95,,0.0
2763,pot_bt,OFF_COAST_OF_NORTHERN_CA,0.95,-0.023376818351787138,0.06270406734486736
2764,pot_bt,OFF_COAST_OF_NORTHERN_CA,0.95,-0.04809076205017436,0.10938910498909184
2765,pot_bt,OFF_COAST_OF_NORTHERN_CA,0.95,-0.025252427462704286,0.039731966747731544
2766,pot_bt,OFF_COAST_OF_NORTHERN_CA,0.95,-0.047410181900222406,0.11037929467943594
2767,pot_bt,OFF_COAST_OF_NORTHERN_CA,0.95,-0.03576581256197388,0.08058858186234993
2768,pot_bt,OFF_COAST_OF_NORTHERN_CA,0.95,-0.02896884038414221,0.08006197195203495
2769,pot_bt,OFF_COAST_OF_NORTHERN_CA,0.95,-0.04204105401246525,0.11846161875791551
2770,pot_bt,OFF_COAST_OF_NORTHERN_CA,0.95,-0.019992456852158752,0.12289885748324213
2771,pot_bt,OFF_COAST_OF_NORTHERN_CA,0.95,-0.03653179678121459,0.11688009091921231
2772,pot_bt,OFF_COAST_OF_NORTHERN_CA,0.95,-0.03863961512436217,0.08008689002630551
2773,pot_bt,OFF_COAST_OF_NORTHERN_CA,0.95,-0.043658185808238846,0.1117819045585173
2774,pot_bt,OFF_COAST_OF_NORTHERN_CA,0.95,,0.0
2775,pot_bt,OFF_COAST_OF_NORTHERN_CA,0.95,-0.043146474691239826,0.1365858540203202
2776,pot_bt,OFF_COAST_OF_NORTHERN_CA,0.95,-0.031459388146881415,0.07070495067488822
2777,pot_bt,OFF_COAST_OF_NORTHERN_CA,0.95,-0.0285909603044033,0.15618255515119825
2778,pot_bt,OFF_COAST_OF_NORTHERN_CA,0.95,-0.03895223595363527,0.15503471876300945
2779,pot_bt,OFF_COAST_OF_NORTHERN_CA,0.95,-0.04231695050285262,0.12374068593318834
2780,pot_bt,OFF_COAST_OF_NORTHERN_CA,0.95,-0.04653972623347908,0.11418827702815942
2781,pot_bt,OFF_COAST_OF_NORTHERN_CA,0.95,-0.029082869129996605,0.14818624346790776
2782,pot_bt,OFF_COAST_OF_NORTHERN_CA,0.95,,0.0
2783,pot_bt,OFF_COAST_OF_NORTHERN_CA,0.95,,0.0
2784,pot_bt,OFF_COAST_OF_NORTHERN_CA,0.95,-0.03679761285543844,0.10882779620522973
2785,pot_bt,OFF_COAST_OF_NORTHERN_CA,0.95,-0.02562624808358473,0.07770662397515075
2786,pot_bt,OFF_COAST_OF_NORTHERN_CA,0.95,-0.04003152200920544,0.06759159704508537
2787,pot_bt,OFF_COAST_OF_NORTHERN_CA,0.95,-0.022205801845162108,0.14253986069777588
2788,pot_bt,OFF_COAST_OF_NORTHERN_CA,0.95,-0.042522851335980695,0.07699047285604231
2789,pot_bt,OFF_COAST_OF_NORTHERN_CA,0.95,0.049929329518654586,0.15500785848491067
2790,pot_bt,OFF_COAST_OF_NORTHERN_CA,0.95,-0.0272797046531622,0.11368669910119593
2791,pot_bt,OFF_COAST_OF_NORTHERN_CA,0.95,-0.031227603764649777,0.10442959420147427
2792,pot_bt,OFF_COAST_OF_NORTHERN_CA,0.95,-0.009725850884765248,0.16471997226614363
2793,pot_bt,OFF_COAST_OF_NORTHERN_CA,0.95,-0.03636321512688321,0.08552277298296072
2794,pot_bt,OFF_COAST_OF_NORTHERN_CA,0.95,-0.036679067805247635,0.10855405210189861
2795,pot_bt,OFF_COAST_OF_NORTHERN_CA,0.95,,0.0
2796,pot_bt,OFF_COAST_OF_NORTHERN_CA,0.95,,0.0
2797,pot_bt,OFF_COAST_OF_NORTHERN_CA,0.95,-0.04515887277051996,0.12303684567281198
2798,pot_bt,OFF_COAST_OF_NORTHERN_CA,0.95,-0.0016276695618146447,0.14973885330305065
2799,pot_bt,OFF_COAST_OF_NORTHERN_CA,0.95,-0.03400734883143939,0.09235482678928332
2800,pot_bt,OFF_COAST_OF_NORTHERN_CA,0.99,0.051796790603691065,0.14592625810801743
2801,pot_bt,OFF_COAST_OF_NORTHERN_CA,0.99,-0.03428871150502322,0.07719797003050219
2802,pot_bt,OFF_COAST_OF_NORTHERN_CA,0.99,-0.01540130721141364,0.0198736891544581
2803,pot_bt,OFF_COAST_OF_NORTHERN_CA,0.99,-0.041647677688388694,0.08472641182192704
2804,pot_bt,OFF_COAST_OF_NORTHERN_CA,0.99,,0.0
2805,pot_bt,OFF_COAST_OF_NORTHERN_CA,0.99,0.01508844851177921,0.1635078625490322
2806,pot_bt,OFF_COAST_OF_NORTHERN_CA,0.99,-0.033504120309459755,0.09925054306528341
2807,pot_bt,OFF_COAST_OF_NORTHERN_CA,0.99,-0.016984701976452254,0.12616372851937488
2808,pot_bt,OFF_COAST_OF_NORTHERN_CA,0.99,-0.03710456544827162,0.067914651785058
2809,pot_bt,OFF_COAST_OF_NORTHERN_CA,0.99,,0.0
2810,pot_bt,OFF_COAST_OF_NORTHERN_CA,0.99,-0.03987703915461032,0.07492500065541198
2811,pot_bt,OFF_COAST_OF_NORTHERN_CA,0.99,-0.04069541787474465,0.11177010936862848
2812,pot_bt,OFF_COAST_OF_NORTHERN_CA,0.99,,0.0
2813,pot_bt,OFF_COAST_OF_NORTHERN_CA,0.99,0.03304212488626557,0.1465960851029091
2814,pot_bt,OFF_COAST_OF_NORTHERN_CA,0.99,,0.0
2815,pot_bt,OFF_COAST_OF_NORTHERN_CA,0.99,0.00953571484061338,0.112382914197928
2816,pot_bt,OFF_COAST_OF_NORTHERN_CA,0.99,,0.0
2817,pot_bt,OFF_COAST_OF_NORTHERN_CA,0.99,,0.0
2818,pot_bt,OFF_COAST_OF_NORTHERN_CA,0.99,-0.02769037965992593,0.05497902808768698
2819,pot_bt,OFF_COAST_OF_NORTHERN_CA,0.99,-0.026976656802300127,0.10139600457177789
2820,pot_bt,OFF_COAST_OF_NORTHERN_CA,0.99,-0.04049616909486943,0.10566138239513624
2821,pot_bt,OFF_COAST_OF_NORTHERN_CA,0.99,-0.038217882692127794,0.12202963391596632
2822,pot_bt,OFF_COAST_OF_NORTHERN_CA,0.99,-0.038588029863345724,0.11375233843296934
2823,pot_bt,OFF_COAST_OF_NORTHERN_CA,0.99,-0.05085217983363476,0.10416201767147486
2824,pot_bt,OFF_COAST_OF_NORTHERN_CA,0.99,-0.029589854804628373,0.12758933234879835
2825,pot_bt,OFF_COAST_OF_NORTHERN_CA,0.99,-0.03434419721199238,0.11400758686698688
2826,pot_bt,OFF_COAST_OF_NORTHERN_CA,0.99,-0.03286925493232258,0.06568124802677061
2827,pot_bt,OFF_COAST_OF_NORTHERN_CA,0.99,-0.03440259111659589,0.1181838466731197
2828,pot_bt,OFF_COAST_OF_NORTHERN_CA,0.99,,0.0
2829,pot_bt,OFF_COAST_OF_NORTHERN_CA,0.99,-0.04050430936274926,0.12356926122898236
2830,pot_bt,OFF_COAST_OF_NORTHERN_CA,0.99,-0.03437979379684194,0.08348871234717292
2831,pot_bt,OFF_COAST_OF_NORTHERN_CA,0.99,-0.03570595687983817,0.11833202701052617
2832,pot_bt,OFF_COAST_OF_NORTHERN_CA,0.99,-0.031078840392476676,0.12511450519380812
2833,pot_bt,OFF_COAST_OF_NORTHERN_CA,0.99,-0.02678396608911577,0.14627858748663378
2834,pot_bt,OFF_COAST_OF_NORTHERN_CA,0.99,0.016141520860714118,0.16835814409807867
2835,pot_bt,OFF_COAST_OF_NORTHERN_CA,0.99,-0.038274551306444464,0.07431852374197298
2836,pot_bt,OFF_COAST_OF_NORTHERN_CA,0.99,-0.035289517576824296,0.0691103161251054
2837,pot_bt,OFF_COAST_OF_NORTHERN_CA,0.99,-0.03713604421419027,0.054734134579201045
2838,pot_bt,OFF_COAST_OF_NORTHERN_CA,0.99,-0.034039545188403464,0.15485686219542316
2839,pot_bt,OFF_COAST_OF_NORTHERN_CA,0.99,-0.03523395208208298,0.08732895793112976
2840,pot_bt,OFF_COAST_OF_NORTHERN_CA,0.99,-0.027642852160995775,0.1008614420993198
2841,pot_bt,OFF_COAST_OF_NORTHERN_CA,0.99,-0.035745015390116874,0.06238955519637171
2842,pot_bt,OFF_COAST_OF_NORTHERN_CA,0.99,-0.039764920049562814,0.11840605306397098
2843,pot_bt,OFF_COAST_OF_NORTHERN_CA,0.99,-0.04666061955429531,0.12371037852097053
2844,pot_bt,OFF_COAST_OF_NORTHERN_CA,0.99,-0.03949303296668241,0.1478493605852248
2845,pot_bt,OFF_COAST_OF_NORTHERN_CA,0.99,-0.03392818242215242,0.06057559348420984
2846,pot_bt,OFF_COAST_OF_NORTHERN_CA,0.99,-0.029654119334606155,0.14008627750374858
2847,pot_bt,OFF_COAST_OF_NORTHERN_CA,0.99,,0.0
2848,pot_bt,OFF_COAST_OF_NORTHERN_CA,0.99,-0.034522466510222574,0.1015955767107623
2849,pot_bt,OFF_COAST_OF_NORTHERN_CA,0.99,-0.03100710558759721,0.07203292194265143
2850,pot_bt,OFF_COAST_OF_NORTHERN_CA,0.99,-0.04434980245289877,0.11943147199337376
2851,pot_bt,OFF_COAST_OF_NORTHERN_CA,0.99,-0.04630727999318655,0.1090943122229641
2852,pot_bt,OFF_COAST_OF_NORTHERN_CA,0.99,-0.04153630558137692,0.138265621519667
2853,pot_bt,OFF_COAST_OF_NORTHERN_CA,0.99,-0.017383897826557325,0.1286591752357721
2854,pot_bt,OFF_COAST_OF_NORTHERN_CA,0.99,-0.03804146399829922,0.10911003662925953
2855,pot_bt,OFF_COAST_OF_NORTHERN_CA,0.99,-0.047478475793892964,0.11162473978167398
2856,pot_bt,OFF_COAST_OF_NORTHERN_CA,0.99,-0.040579711397738506,0.15287670072728574
2857,pot_bt,OFF_COAST_OF_NORTHERN_CA,0.99,-0.03496423785106854,0.10005101101347921
2858,pot_bt,OFF_COAST_OF_NORTHERN_CA,0.99,,0.0
2859,pot_bt,OFF_COAST_OF_NORTHERN_CA,0.99,-0.045232603865746714,0.13314494919567685
2860,pot_bt,OFF_COAST_OF_NORTHERN_CA,0.99,,0.0
2861,pot_bt,OFF_COAST_OF_NORTHERN_CA,0.99,,0.0
2862,pot_bt,OFF_COAST_OF_NORTHERN_CA,0.99,,0.0
2863,pot_bt,OFF_COAST_OF_NORTHERN_CA,0.99,-0.023376818351787138,0.06270406734486736
2864,pot_bt,OFF_COAST_OF_NORTHERN_CA,0.99,-0.04809076205017436,0.10938910498909184
2865,pot_bt,OFF_COAST_OF_NORTHERN_CA,0.99,-0.025252427462704286,0.039731966747731544
2866,pot_bt,OFF_COAST_OF_NORTHERN_CA,0.99,-0.047410181900222406,0.11037929467943594
2867,pot_bt,OFF_COAST_OF_NORTHERN_CA,0.99,-0.03576581256197388,0.08058858186234993
2868,pot_bt,OFF_COAST_OF_NORTHERN_CA,0.99,-0.02896884038414221,0.08006197195203495
2869,pot_bt,OFF_COAST_OF_NORTHERN_CA,0.99,-0.04204105401246525,0.11846161875791551
2870,pot_bt,OFF_COAST_OF_NORTHERN_CA,0.99,-0.019992456852158752,0.12289885748324213
2871,pot_bt,OFF_COAST_OF_NORTHERN_CA,0.99,-0.03653179678121459,0.11688009091921231
2872,pot_bt,OFF_COAST_OF_NORTHERN_CA,0.99,-0.03863961512436217,0.08008689002630551
2873,pot_bt,OFF_COAST_OF_NORTHERN_CA,0.99,-0.043658185808238846,0.1117819045585173
2874,pot_bt,OFF_COAST_OF_NORTHERN_CA,0.99,,0.0
2875,pot_bt,OFF_COAST_OF_NORTHERN_CA,0.99,-0.043146474691239826,0.1365858540203202
2876,pot_bt,OFF_COAST_OF_NORTHERN_CA,0.99,-0.031459388146881415,0.07070495067488822
2877,pot_bt,OFF_COAST_OF_NORTHERN_CA,0.99,-0.0285909603044033,0.15618255515119825
2878,pot_bt,OFF_COAST_OF_NORTHERN_CA,0.99,-0.03895223595363527,0.15503471876300945
2879,pot_bt,OFF_COAST_OF_NORTHERN_CA,0.99,-0.04231695050285262,0.12374068593318834
2880,pot_bt,OFF_COAST_OF_NORTHERN_CA,0.99,-0.04653972623347908,0.11418827702815942
2881,pot_bt,OFF_COAST_OF_NORTHERN_CA,0.99,-0.029082869129996605,0.14818624346790776
2882,pot_bt,OFF_COAST_OF_NORTHERN_CA,0.99,,0.0
2883,pot_bt,OFF_COAST_OF_NORTHERN_CA,0.99,,0.0
2884,pot_bt,OFF_COAST_OF_NORTHERN_CA,0.99,-0.03679761285543844,0.10882779620522973
2885,pot_bt,OFF_COAST_OF_NORTHERN_CA,0.99,-0.02562624808358473,0.07770662397515075
2886,pot_bt,OFF_COAST_OF_NORTHERN_CA,0.99,-0.04003152200920544,0.06759159704508537
2887,pot_bt,OFF_COAST_OF_NORTHERN_CA,0.99,-0.022205801845162108,0.14253986069777588
2888,pot_bt,OFF_COAST_OF_NORTHERN_CA,0.99,-0.042522851335980695,0.07699047285604231
2889,pot_bt,OFF_COAST_OF_NORTHERN_CA,0.99,0.049929329518654586,0.15500785848491067
2890,pot_bt,OFF_COAST_OF_NORTHERN_CA,0.99,-0.0272797046531622,0.11368669910119593
2891,pot_bt,OFF_COAST_OF_NORTHERN_CA,0.99,-0.031227603764649777,0.10442959420147427
2892,pot_bt,OFF_COAST_OF_NORTHERN_CA,0.99,-0.009725850884765248,0.16471997226614363
2893,pot_bt,OFF_COAST_OF_NORTHERN_CA,0.99,-0.03636321512688321,0.08552277298296072
2894,pot_bt,OFF_COAST_OF_NORTHERN_CA,0.99,-0.036679067805247635,0.10855405210189861
2895,pot_bt,OFF_COAST_OF_NORTHERN_CA,0.99,,0.0
2896,pot_bt,OFF_COAST_OF_NORTHERN_CA,0.99,,0.0
2897,pot_bt,OFF_COAST_OF_NORTHERN_CA,0.99,-0.04515887277051996,0.12303684567281198
2898,pot_bt,OFF_COAST_OF_NORTHERN_CA,0.99,-0.0016276695618146447,0.14973885330305065
2899,pot_bt,OFF_COAST_OF_NORTHERN_CA,0.99,-0.03400734883143939,0.09235482678928332
2900,pot_bt,OFF_COAST_OF_NORTHERN_CA,0.995,0.051796790603691065,0.14592625810801743
2901,pot_bt,OFF_COAST_OF_NORTHERN_CA,0.995,-0.03428871150502322,0.07719797003050219
2902,pot_bt,OFF_COAST_OF_NORTHERN_CA,0.995,-0.01540130721141364,0.0198736891544581
2903,pot_bt,OFF_COAST_OF_NORTHERN_CA,0.995,-0.041647677688388694,0.08472641182192704
2904,pot_bt,OFF_COAST_OF_NORTHERN_CA,0.995,,0.0
2905,pot_bt,OFF_COAST_OF_NORTHERN_CA,0.995,0.01508844851177921,0.1635078625490322
2906,pot_bt,OFF_COAST_OF_NORTHERN_CA,0.995,-0.033504120309459755,0.09925054306528341
2907,pot_bt,OFF_COAST_OF_NORTHERN_CA,0.995,-0.016984701976452254,0.12616372851937488
2908,pot_bt,OFF_COAST_OF_NORTHERN_CA,0.995,-0.03710456544827162,0.067914651785058
2909,pot_bt,OFF_COAST_OF_NORTHERN_CA,0.995,,0.0
2910,pot_bt,OFF_COAST_OF_NORTHERN_CA,0.995,-0.03987703915461032,0.07492500065541198
2911,pot_bt,OFF_COAST_OF_NORTHERN_CA,0.995,-0.04069541787474465,0.11177010936862848
